Palabra,Categoria,Traduccion,Idioma,Conjugaciones,Estado
abbadduttulari,Verbo,envolver en forma de pelota,Español,"abbadduttulu, abbadduttulas, abbadduttula, abbadduttulamu, abbadduttulati, abbadduttulanu, abbadduttulai, abbadduttulasti, abbadduttulau, abbadduttulàmuru, abbadduttulàstivu, abbadduttulàranu",OK
abbadduttuliari,Verbo,envolver en forma de pelota,Español,"abbadduttuliu, abbadduttulias, abbadduttulia, abbadduttuliamu, abbadduttuliati, abbadduttulianu, abbadduttuliai, abbadduttuliasti, abbadduttuliau, abbadduttuliàmuru, abbadduttuliàstivu, abbadduttuliàranu",OK
abbaffari,Verbo,"ingozzare, ingrassare, rimpinzare, saziare",Italiano,"abbaffu, abbaffas, abbaffa, abbaffamu, abbaffati, abbaffanu, abbaffai, abbaffasti, abbaffau, abbaffàmuru, abbaffàstivu, abbaffàranu",OK
abbaffàrisi,Verbo,"accovacciarsi, acquattarsi, sdraiarsi / impaurirsi",Italiano,,OK
abbagghiamentu,Verbo,deslumbramiento,Español,,OK
abbagghiu,Verbo,"1. deslumbramiento, 2. equivoco",Español,,OK
abbagliamentu,Verbo,deslumbramiento,Español,,OK
abbagliatu,Verbo,cegado,Español,,OK
abbagliu,Verbo,"1. deslumbramiento, 2. equivoco",Español,,OK
abbagnari,Verbo,mojar,Español,"abbagnu, abbagnas, abbagna, abbagnamu, abbagnati, abbagnanu, abbagnai, abbagnasti, abbagnau, abbagnàmuru, abbagnàstivu, abbagnàranu",OK
abbagnata,Verbo,acción de mojar,Español,,OK
abbagnatu,Verbo,"mojado, húmedo",Español,,OK
abbagnu,Verbo,caldo,Español,,OK
abbaiari,Verbo,"1. ladrar, 2. gritar",Español,"abbaiu, abbaias, abbaia, abbaiamu, abbaiati, abbaianu, abbaiai, abbaiasti, abbaiau, abbaiàmuru, abbaiàstivu, abbaiàranu",OK
abbaiata,Verbo,ladrido,Español,,OK
abbaiu,Verbo,ladrido,Español,,OK
abbajari,Verbo,"1ladrar, 2. gritar",Español,"abbaju, abbajas, abbaja, abbajamu, abbajati, abbajanu, abbajai, abbajasti, abbajau, abbajàmuru, abbajàstivu, abbajàranu",OK
abbajata,Verbo,ladrido,Español,,OK
abbaju,Verbo,ladrido,Español,,OK
abbalanzari,Verbo,"equilibrar, contrabalancear",Español,"abbalanzu, abbalanzas, abbalanza, abbalanzamu, abbalanzati, abbalanzanu, abbalanzai, abbalanzasti, abbalanzau, abbalanzàmuru, abbalanzàstivu, abbalanzàranu",OK
abbalatari,Verbo,"pavimentar, enlosar",Español,"abbalatu, abbalatas, abbalata, abbalatamu, abbalatati, abbalatanu, abbalatai, abbalatasti, abbalatau, abbalatàmuru, abbalatàstivu, abbalatàranu",OK
abbalintari,Verbo,hacer el jactancioso,Español,"abbalintu, abbalintas, abbalinta, abbalintamu, abbalintati, abbalintanu, abbalintai, abbalintasti, abbalintau, abbalintàmuru, abbalintàstivu, abbalintàranu",OK
abbalintatu,Verbo,jactancioso,Español,,OK
abbalintàrisi,Verbo,jactarse,Español,,OK
abballari,Verbo,bailar,Español,"abballu, abballas, abballa, abballamu, abballati, abballanu, abballai, abballasti, abballau, abballàmuru, abballàstivu, abballàranu",OK
abballata,Verbo,acción de bailar,Español,,OK
abballu,Verbo,baile,Español,,OK
abbampari,Verbo,arder,Español,"abbampu, abbampas, abbampa, abbampamu, abbampati, abbampanu, abbampai, abbampasti, abbampau, abbampàmuru, abbampàstivu, abbampàranu",OK
abbanniari,Verbo,"hacer un anuncio con voz alta para vender la mercancía, anunciar, proclamar, gridar públicamente algo",Español,"abbanniu, abbannias, abbannia, abbanniamu, abbanniati, abbannianu, abbanniai, abbanniasti, abbanniau, abbanniàmuru, abbanniàstivu, abbanniàranu",OK
abbannuliari,Verbo,"decir, hacer saber, difundir",Español,"abbannuliu, abbannulias, abbannulia, abbannuliamu, abbannuliati, abbannulianu, abbannuliai, abbannuliasti, abbannuliau, abbannuliàmuru, abbannuliàstivu, abbannuliàranu",OK
abbannunari,Verbo,abandonar,Español,"abbannunu, abbannunas, abbannuna, abbannunamu, abbannunati, abbannunanu, abbannunai, abbannunasti, abbannunau, abbannunàmuru, abbannunàstivu, abbannunàranu",OK
abbannunatu,Verbo,abandonado,Español,,OK
abbantaggiàrisi,Verbo,"ventajearse, favorecerse",Español,,OK
abbantari,Verbo,jactar,Español,"abbantu, abbantas, abbanta, abbantamu, abbantati, abbantanu, abbantai, abbantasti, abbantau, abbantàmuru, abbantàstivu, abbantàranu",OK
abbarari,Verbo,"dar atención a, tener cuidado con, tener atención con",Español,"abbaru, abbaras, abbara, abbaramu, abbarati, abbaranu, abbarai, abbarasti, abbarau, abbaràmuru, abbaràstivu, abbaràranu",OK
abbaratu,Verbo,atento,Español,,OK
abbasari,Verbo,"1. basar, fundar, 2. concordar, cuadrar",Español,"abbasu, abbasas, abbasa, abbasamu, abbasati, abbasanu, abbasai, abbasasti, abbasau, abbasàmuru, abbasàstivu, abbasàranu",OK
abbaschiari,Verbo,agitarse,Español,"abbaschiu, abbaschias, abbaschia, abbaschiamu, abbaschiati, abbaschianu, abbaschiai, abbaschiasti, abbaschiau, abbaschiàmuru, abbaschiàstivu, abbaschiàranu",OK
abbasciari,Verbo,bajar,Español,"abbasciu, abbascias, abbascia, abbasciamu, abbasciati, abbascianu, abbasciai, abbasciasti, abbasciau, abbasciàmuru, abbasciàstivu, abbasciàranu",OK
abbasiliscari,Verbo,mirar boquiabierto,Español,"abbasiliscu, abbasiliscas, abbasilisca, abbasiliscamu, abbasiliscati, abbasiliscanu, abbasiliscai, abbasiliscasti, abbasiliscau, abbasiliscàmuru, abbasiliscàstivu, abbasiliscàranu",OK
abbassari,Verbo,bajar,Español,"abbassu, abbassas, abbassa, abbassamu, abbassati, abbassanu, abbassai, abbassasti, abbassau, abbassàmuru, abbassàstivu, abbassàranu",OK
abbasta,Verbo,¡basta!,Español,,OK
abbastanti,Verbo,bastante,Español,,OK
abbastari,Verbo,"bastar, ser suficiente",Español,"abbastu, abbastas, abbasta, abbastamu, abbastati, abbastanu, abbastai, abbastasti, abbastau, abbastàmuru, abbastàstivu, abbastàranu",OK
abbastasari,Verbo,volverse grosero,Español,"abbastasu, abbastasas, abbastasa, abbastasamu, abbastasati, abbastasanu, abbastasai, abbastasasti, abbastasau, abbastasàmuru, abbastasàstivu, abbastasàranu",OK
abbastasatu,Verbo,"incivil, descortés, maleducado",Español,,OK
abbastatu,Verbo,bastado,Español,,OK
abbastu,Verbo,"provisiones, víveres",Español,,OK
abbattimentu,Verbo,abatimiento,Español,,OK
abbentu,Verbo,"reposo  / venida, llegada",Español,,OK
abbianchiari,Verbo,"1. blanquear, emblanquecer, 2. envejecer",Español,"abbianchiu, abbianchias, abbianchia, abbianchiamu, abbianchiati, abbianchianu, abbianchiai, abbianchiasti, abbianchiau, abbianchiàmuru, abbianchiàstivu, abbianchiàranu",OK
abbianchiata,Verbo,blanqueada,Español,,OK
abbianchiatu,Verbo,blanqueado,Español,,OK
abbiari,Verbo,"1. dirigir, conducir, 2. conducir y vigilar el ganado, 3. tirar, lanzar",Español,"abbiu, abbias, abbia, abbiamu, abbiati, abbianu, abbiai, abbiasti, abbiau, abbiàmuru, abbiàstivu, abbiàranu",OK
abbiaturi,Verbo,macho dominante en la manada,Español,,OK
abbicinamentu,Verbo,acercamiento,Español,,OK
abbicinari,Verbo,acercar,Español,"abbicinu, abbicinas, abbicina, abbicinamu, abbicinati, abbicinanu, abbicinai, abbicinasti, abbicinau, abbicinàmuru, abbicinàstivu, abbicinàranu",OK
abbicinatu,Verbo,acercado,Español,,OK
abbicinàrisi,Verbo,acercarse,Español,,OK
abbiddanari,Verbo,"prendere modi da viddanu, assumere modi da viddanu",Italiano,"abbiddanu, abbiddanas, abbiddana, abbiddanamu, abbiddanati, abbiddananu, abbiddanai, abbiddanasti, abbiddanau, abbiddanàmuru, abbiddanàstivu, abbiddanàranu",OK
abbiddanatu,Verbo,che ha assunto modi da viddanu,Italiano,,OK
abbidìrisi,Verbo,"darse cuenta, notar",Español,,OK
abbilanzari,Verbo,"equilibrar, contrabalancear",Español,"abbilanzu, abbilanzas, abbilanza, abbilanzamu, abbilanzati, abbilanzanu, abbilanzai, abbilanzasti, abbilanzau, abbilanzàmuru, abbilanzàstivu, abbilanzàranu",OK
abbilari,Verbo,balar,Español,"abbilu, abbilas, abbila, abbilamu, abbilati, abbilanu, abbilai, abbilasti, abbilau, abbilàmuru, abbilàstivu, abbilàranu",OK
abbiliari,Verbo,lamentar (por algo),Español,"abbiliu, abbilias, abbilia, abbiliamu, abbiliati, abbilianu, abbiliai, abbiliasti, abbiliau, abbiliàmuru, abbiliàstivu, abbiliàranu",OK
abbilinari,Verbo,"envenenar, emponzoñar",Español,"abbilinu, abbilinas, abbilina, abbilinamu, abbilinati, abbilinanu, abbilinai, abbilinasti, abbilinau, abbilinàmuru, abbilinàstivu, abbilinàranu",OK
abbiliri,Verbo,"degradar, desanimar",Español,"abbilu, abbili, abbili, abbilimu, abbiliti, abbilinu, abbilii, abbilisti, abbilìu, abbilìmuru, abbilìstivu, abbilìranu",OK
abbiliàrisi,Verbo,enfadarse,Español,,OK
abbilìrisi,Verbo,"degradarse, desanimarse",Español,,OK
abbiniri,Verbo,ocurrir,Español,"abbinu, abbini, abbini, abbinimu, abbiniti, abbininu, abbinii, abbinisti, abbinìu, abbinìmuru, abbinìstivu, abbinìranu",OK
abbintari,Verbo,"tranquilizarse, encalmarse",Español,"abbintu, abbintas, abbinta, abbintamu, abbintati, abbintanu, abbintai, abbintasti, abbintau, abbintàmuru, abbintàstivu, abbintàranu",OK
abbirsari,Verbo,"ordenar, arreglar",Español,"abbirsu, abbirsas, abbirsa, abbirsamu, abbirsati, abbirsanu, abbirsai, abbirsasti, abbirsau, abbirsàmuru, abbirsàstivu, abbirsàranu",OK
abbirsatu,Verbo,"puesto bien, ordenado, que tiene sentido, que tiene juicio",Español,,OK
abbisari,Verbo,"1. avisar, 2. adivinar",Español,"abbisu, abbisas, abbisa, abbisamu, abbisati, abbisanu, abbisai, abbisasti, abbisau, abbisàmuru, abbisàstivu, abbisàranu",OK
abbisicchiari,Verbo,desecar,Español,"abbisicchiu, abbisicchias, abbisicchia, abbisicchiamu, abbisicchiati, abbisicchianu, abbisicchiai, abbisicchiasti, abbisicchiau, abbisicchiàmuru, abbisicchiàstivu, abbisicchiàranu",OK
abbisugnari,Verbo,necesitar,Español,"abbisugnu, abbisugnas, abbisugna, abbisugnamu, abbisugnati, abbisugnanu, abbisugnai, abbisugnasti, abbisugnau, abbisugnàmuru, abbisugnàstivu, abbisugnàranu",OK
abbiulari,Verbo,caminar por los senderos,Español,"abbiulu, abbiulas, abbiula, abbiulamu, abbiulati, abbiulanu, abbiulai, abbiulasti, abbiulau, abbiulàmuru, abbiulàstivu, abbiulàranu",OK
abbiunniari,Verbo,"volverse rubio, volver rubio",Español,"abbiunniu, abbiunnias, abbiunnia, abbiunniamu, abbiunniati, abbiunnianu, abbiunniai, abbiunniasti, abbiunniau, abbiunniàmuru, abbiunniàstivu, abbiunniàranu",OK
abbivirari,Verbo,abrevar,Español,"abbiviru, abbiviras, abbivira, abbiviramu, abbivirati, abbiviranu, abbivirai, abbivirasti, abbivirau, abbiviràmuru, abbiviràstivu, abbiviràranu",OK
abbiviratura,Verbo,"abrevadora, abrevador, abrevadero",Español,,OK
abbizzari,Verbo,equilibrare il peso sul dosso dei somieri,Italiano,"abbizzu, abbizzas, abbizza, abbizzamu, abbizzati, abbizzanu, abbizzai, abbizzasti, abbizzau, abbizzàmuru, abbizzàstivu, abbizzàranu",OK
abbonamentu,Verbo,abono,Español,,OK
abbraamentu,Verbo,ronquera,Español,,OK
abbraari,Verbo,"1. strillare, 2. diventare rauco per aver parlato o gridato troppo",Italiano,"abbrau, abbraas, abbraa, abbraamu, abbraati, abbraanu, abbraai, abbraasti, abbraau, abbraàmuru, abbraàstivu, abbraàranu",OK
abbraciari,Verbo,"freír, sofreír",Español,"abbraciu, abbracias, abbracia, abbraciamu, abbraciati, abbracianu, abbraciai, abbraciasti, abbraciau, abbraciàmuru, abbraciàstivu, abbraciàranu",OK
abbragamentu,Verbo,ronquera,Español,,OK
abbramari,Verbo,"1. mugir, 2. desear mucho",Español,"abbramu, abbramas, abbrama, abbramamu, abbramati, abbramanu, abbramai, abbramasti, abbramau, abbramàmuru, abbramàstivu, abbramàranu",OK
abbramatu,Verbo,"muy hambriento, hambrientísimo",Español,,OK
abbramu,Verbo,1. bramido de los bueyes 2. grito,Español,,OK
abbrancicuni,Verbo,a gatas,Español,,OK
abbrazzari,Verbo,abrazar,Español,"abbrazzu, abbrazzas, abbrazza, abbrazzamu, abbrazzati, abbrazzanu, abbrazzai, abbrazzasti, abbrazzau, abbrazzàmuru, abbrazzàstivu, abbrazzàranu",OK
abbrazzu,Verbo,abrazo,Español,,OK
abbrigliari,Verbo,prendere uccelli,Italiano,"abbrigliu, abbriglias, abbriglia, abbrigliamu, abbrigliati, abbriglianu, abbrigliai, abbrigliasti, abbrigliau, abbrigliàmuru, abbrigliàstivu, abbrigliàranu",OK
abbriscari,Verbo,vaciar los panales sacando el miel,Español,"abbriscu, abbriscas, abbrisca, abbriscamu, abbriscati, abbriscanu, abbriscai, abbriscasti, abbriscau, abbriscàmuru, abbriscàstivu, abbriscàranu",OK
abbrivirari,Verbo,abrevar,Español,"abbriviru, abbriviras, abbrivira, abbriviramu, abbrivirati, abbriviranu, abbrivirai, abbrivirasti, abbrivirau, abbriviràmuru, abbriviràstivu, abbriviràranu",OK
abbriviratura,Verbo,"abrevadora, abrevador, abrevadero",Español,,OK
abbrivìsciri,Verbo,"1. amanecer, 2. volver a vivir, resucitar (usado con este significado en la zona de Catania)",Español,"abbrivìscu, abbrivìsci, abbrivìsci, abbrivìscimu, abbrivìsciti, abbrivìscinu, abbrivìscii, abbrivìscisti, abbrivìscìu, abbrivìscìmuru, abbrivìscìstivu, abbrivìscìranu",OK
abbruciareddu,Verbo,espiga madura (pero no seca),Español,,OK
abbruciari,Verbo,"quemar, arder",Español,"abbruciu, abbrucias, abbrucia, abbruciamu, abbruciati, abbrucianu, abbruciai, abbruciasti, abbruciau, abbruciàmuru, abbruciàstivu, abbruciàranu",OK
abbruciarieddu,Verbo,espiga madura (pero no seca),Español,,OK
abbrunzari,Verbo,broncear,Español,"abbrunzu, abbrunzas, abbrunza, abbrunzamu, abbrunzati, abbrunzanu, abbrunzai, abbrunzasti, abbrunzau, abbrunzàmuru, abbrunzàstivu, abbrunzàranu",OK
abbruscari,Verbo,quemar superficialmente,Español,"abbruscu, abbruscas, abbrusca, abbruscamu, abbruscati, abbruscanu, abbruscai, abbruscasti, abbruscau, abbruscàmuru, abbruscàstivu, abbruscàranu",OK
abbrusciari,Verbo,"quemar, arder",Español,"abbrusciu, abbruscias, abbruscia, abbrusciamu, abbrusciati, abbruscianu, abbrusciai, abbrusciasti, abbrusciau, abbrusciàmuru, abbrusciàstivu, abbrusciàranu",OK
abbrìsciri,Verbo,amanecer,Español,"abbrìscu, abbrìsci, abbrìsci, abbrìscimu, abbrìsciti, abbrìscinu, abbrìscii, abbrìscisti, abbrìscìu, abbrìscìmuru, abbrìscìstivu, abbrìscìranu",OK
abbuccari,Verbo,"1. derramar, 2. derribar",Español,"abbuccu, abbuccas, abbucca, abbuccamu, abbuccati, abbuccanu, abbuccai, abbuccasti, abbuccau, abbuccàmuru, abbuccàstivu, abbuccàranu",OK
abbuccu,Verbo,cosa arremangada,Español,,OK
abbuddari,Verbo,"1. remojar, sumergir, mojar, 2. hundirse en el agua, 3. golpear, marcar",Español,"abbuddu, abbuddas, abbudda, abbuddamu, abbuddati, abbuddanu, abbuddai, abbuddasti, abbuddau, abbuddàmuru, abbuddàstivu, abbuddàranu",OK
abbuffari,Verbo,"gonfiare, far gonfiare, rimpinzare, far mangiare fino alla nausea / gonfiare, di solito per malattia",Italiano,"abbuffu, abbuffas, abbuffa, abbuffamu, abbuffati, abbuffanu, abbuffai, abbuffasti, abbuffau, abbuffàmuru, abbuffàstivu, abbuffàranu",OK
abbuffata,Verbo,"hinflada, abotargada",Español,,OK
abbulari,Verbo,volar,Español,"abbulu, abbulas, abbula, abbulamu, abbulati, abbulanu, abbulai, abbulasti, abbulau, abbulàmuru, abbulàstivu, abbulàranu",OK
abbuliri,Verbo,abolir,Español,"abbulu, abbuli, abbuli, abbulimu, abbuliti, abbulinu, abbulii, abbulisti, abbulìu, abbulìmuru, abbulìstivu, abbulìranu",OK
abbullari,Verbo,"1. sellar, timbrar; marcar, 2. tocar con precisión, dar",Español,"abbullu, abbullas, abbulla, abbullamu, abbullati, abbullanu, abbullai, abbullasti, abbullau, abbullàmuru, abbullàstivu, abbullàranu",OK
abbunamentu,Verbo,abono,Español,,OK
abbunari,Verbo,abonar,Español,"abbunu, abbunas, abbuna, abbunamu, abbunati, abbunanu, abbunai, abbunasti, abbunau, abbunàmuru, abbunàstivu, abbunàranu",OK
abburgiari,Verbo,abbicare,Italiano,"abburgiu, abburgias, abburgia, abburgiamu, abburgiati, abburgianu, abburgiai, abburgiasti, abburgiau, abburgiàmuru, abburgiàstivu, abburgiàranu",OK
abbusari,Verbo,abusar,Español,"abbusu, abbusas, abbusa, abbusamu, abbusati, abbusanu, abbusai, abbusasti, abbusau, abbusàmuru, abbusàstivu, abbusàranu",OK
abbuscari,Verbo,"conseguir, obtener",Español,"abbuscu, abbuscas, abbusca, abbuscamu, abbuscati, abbuscanu, abbuscai, abbuscasti, abbuscau, abbuscàmuru, abbuscàstivu, abbuscàranu",OK
abbuttari,Verbo,"1. hinchar, 2. saciar, 3. estar exasperado",Español,"abbuttu, abbuttas, abbutta, abbuttamu, abbuttati, abbuttanu, abbuttai, abbuttasti, abbuttau, abbuttàmuru, abbuttàstivu, abbuttàranu",OK
abbuzzari,Verbo,"1. ingozzare un'ingiuria, ingoiare un'ingiuria (sopportare un'ingiuria), 2. ammaccare",Italiano,"abbuzzu, abbuzzas, abbuzza, abbuzzamu, abbuzzati, abbuzzanu, abbuzzai, abbuzzasti, abbuzzau, abbuzzàmuru, abbuzzàstivu, abbuzzàranu",OK
abbàttiri,Verbo,abatir,Español,"abbàttu, abbàtti, abbàtti, abbàttimu, abbàttiti, abbàttinu, abbàttii, abbàttisti, abbàttìu, abbàttìmuru, abbàttìstivu, abbàttìranu",OK
abbàttitu,Verbo,latido (del corazón),Español,,OK
abbèniri,Verbo,ocurrir /,Español,"abbènu, abbèni, abbèni, abbènimu, abbèniti, abbèninu, abbènii, abbènisti, abbènìu, abbènìmuru, abbènìstivu, abbènìranu",OK
abbìa,Verbo,"lugar de pastoreo / gaviota, gavia",Español,,OK
abbìu,Verbo,lugar de pastoreo,Español,,OK
abuliri,Verbo,abolir,Español,"abulu, abuli, abuli, abulimu, abuliti, abulinu, abulii, abulisti, abulìu, abulìmuru, abulìstivu, abulìranu",OK
abusari,Verbo,abusar,Español,"abusu, abusas, abusa, abusamu, abusati, abusanu, abusai, abusasti, abusau, abusàmuru, abusàstivu, abusàranu",OK
accabbari,Verbo,"finire, terminare / spiovere",Italiano,"accabbu, accabbas, accabba, accabbamu, accabbati, accabbanu, accabbai, accabbasti, accabbau, accabbàmuru, accabbàstivu, accabbàranu",OK
accalari,Verbo,"abbassarsi, umiliarsi",Italiano,"accalu, accalas, accala, accalamu, accalati, accalanu, accalai, accalasti, accalau, accalàmuru, accalàstivu, accalàranu",OK
accanzari,Verbo,ottenere,Italiano,"accanzu, accanzas, accanza, accanzamu, accanzati, accanzanu, accanzai, accanzasti, accanzau, accanzàmuru, accanzàstivu, accanzàranu",OK
accapiri,Verbo,"entender, comprender",Español,"accapu, accapi, accapi, accapimu, accapiti, accapinu, accapii, accapisti, accapìu, accapìmuru, accapìstivu, accapìranu",OK
accapizzari,Verbo,accomodare,Italiano,"accapizzu, accapizzas, accapizza, accapizzamu, accapizzati, accapizzanu, accapizzai, accapizzasti, accapizzau, accapizzàmuru, accapizzàstivu, accapizzàranu",OK
accapunari,Verbo,castrare,Italiano,"accapunu, accapunas, accapuna, accapunamu, accapunati, accapunanu, accapunai, accapunasti, accapunau, accapunàmuru, accapunàstivu, accapunàranu",OK
accarpagghiu,Verbo,"1. mango, 2. ocasión, oportunidad",Español,,OK
accarpari,Verbo,afferrare,Italiano,"accarpu, accarpas, accarpa, accarpamu, accarpati, accarpanu, accarpai, accarpasti, accarpau, accarpàmuru, accarpàstivu, accarpàranu",OK
accarpatu,Verbo,atado (dicho de algo que está atado en la olla),Español,,OK
accattari,Verbo,comprar,Español,"accattu, accattas, accatta, accattamu, accattati, accattanu, accattai, accattasti, accattau, accattàmuru, accattàstivu, accattàranu",OK
accattatu,Verbo,comprado,Español,,OK
accaudanari,Verbo,accaldarsi,Italiano,"accaudanu, accaudanas, accaudana, accaudanamu, accaudanati, accaudananu, accaudanai, accaudanasti, accaudanau, accaudanàmuru, accaudanàstivu, accaudanàranu",OK
accettari,Verbo,aceptar,Español,"accettu, accettas, accetta, accettamu, accettati, accettanu, accettai, accettasti, accettau, accettàmuru, accettàstivu, accettàranu",OK
acchianari,Verbo,subir,Español,"acchianu, acchianas, acchiana, acchianamu, acchianati, acchiananu, acchianai, acchianasti, acchianau, acchianàmuru, acchianàstivu, acchianàranu",OK
acchiancari,Verbo,"fare ceppo, radicare",Italiano,"acchiancu, acchiancas, acchianca, acchiancamu, acchiancati, acchiancanu, acchiancai, acchiancasti, acchiancau, acchiancàmuru, acchiancàstivu, acchiancàranu",OK
acchiappari,Verbo,coger,Español,"acchiappu, acchiappas, acchiappa, acchiappamu, acchiappati, acchiappanu, acchiappai, acchiappasti, acchiappau, acchiappàmuru, acchiappàstivu, acchiappàranu",OK
acchiummari,Verbo,mettere a piombo,Italiano,"acchiummu, acchiummas, acchiumma, acchiummamu, acchiummati, acchiummanu, acchiummai, acchiummasti, acchiummau, acchiummàmuru, acchiummàstivu, acchiummàranu",OK
acciaccatu,Verbo,"1. obstaculizado, 2. enfermizo",Español,,OK
acciaccàrisi,Verbo,impicciare,Italiano,,OK
acciappulari,Verbo,cadere come in trappola,Italiano,"acciappulu, acciappulas, acciappula, acciappulamu, acciappulati, acciappulanu, acciappulai, acciappulasti, acciappulau, acciappulàmuru, acciappulàstivu, acciappulàranu",OK
acciari,Verbo,encontrar,Español,"acciu, accias, accia, acciamu, acciati, accianu, acciai, acciasti, acciau, acciàmuru, acciàstivu, acciàranu",OK
accicciari,Verbo,afferrare,Italiano,"accicciu, acciccias, acciccia, accicciamu, accicciati, acciccianu, accicciai, accicciasti, accicciau, accicciàmuru, accicciàstivu, accicciàranu",OK
accimari,Verbo,"scapitozzare, scapitozzolare, mozzare, cimare, scamozzare",Italiano,"accimu, accimas, accima, accimamu, accimati, accimanu, accimai, accimasti, accimau, accimàmuru, accimàstivu, accimàranu",OK
accippari,Verbo,abbarbicarsi,Italiano,"accippu, accippas, accippa, accippamu, accippati, accippanu, accippai, accippasti, accippau, accippàmuru, accippàstivu, accippàranu",OK
accittari,Verbo,aceptar,Español,"accittu, accittas, accitta, accittamu, accittati, accittanu, accittai, accittasti, accittau, accittàmuru, accittàstivu, accittàranu",OK
acciuccari,Verbo,diventare chioccia,Italiano,"acciuccu, acciuccas, acciucca, acciuccamu, acciuccati, acciuccanu, acciuccai, acciuccasti, acciuccau, acciuccàmuru, acciuccàstivu, acciuccàranu",OK
acciuncari,Verbo,"storpiare, azzoppare",Italiano,"acciuncu, acciuncas, acciunca, acciuncamu, acciuncati, acciuncanu, acciuncai, acciuncasti, acciuncau, acciuncàmuru, acciuncàstivu, acciuncàranu",OK
acciurari,Verbo,cernere il fior di farina,Italiano,"acciuru, acciuras, acciura, acciuramu, acciurati, acciuranu, acciurai, acciurasti, acciurau, acciuràmuru, acciuràstivu, acciuràranu",OK
acciviri,Verbo,"provvedersi, fornirsi",Italiano,"accivu, accivi, accivi, accivimu, acciviti, accivinu, accivii, accivisti, accivìu, accivìmuru, accivìstivu, accivìranu",OK
accordiu,Verbo,acuerdo,Español,,OK
accordu,Verbo,acuerdo,Español,,OK
