Palabra,Categoria,Traduccion,Idioma,Conjugaciones,Estado
chiossà,Adverbio,"además, más",Español,,OK
ci 'a,Adverbio,se la,Español,,OK
ci 'i,Adverbio,"se los, se las",Español,,OK
ci 'u,Adverbio,se lo,Español,,OK
ci a,Adverbio,se la,Español,,OK
ci i,Adverbio,"se los, se las",Español,,OK
ci la,Adverbio,se la,Español,,OK
ci li,Adverbio,"se los, se las",Español,,OK
ci lu,Adverbio,se lo,Español,,OK
ci u,Adverbio,se lo,Español,,OK
cia,Adverbio,se la,Español,,OK
ciu,Adverbio,se lo,Español,,OK
ciâ,Adverbio,se la,Español,,OK
ciû,Adverbio,se lo,Español,,OK
comu,Adverbio,"como (comparación) / cómo (interrogación, exclamación)",Español,,OK
cotu cotu,Adverbio,"discretamente, silenciosamente",Español,,OK
cotucotu,Adverbio,"discretamente, silenciosamente",Español,,OK
cussì,Adverbio,"así, de esta forma",Español,,OK
cutupidda,Adverbio,"nada de nada, absolutamente nada",Español,,OK
cutupiddi,Adverbio,"nada de nada, absolutamente nada",Español,,OK
cî,Adverbio,"se los, se las",Español,,OK
d'arredi,Adverbio,1. detrás,Español,,OK
d'arredu,Adverbio,1. detrás,Español,,OK
d'arreri,Adverbio,1. detrás,Español,,OK
d'arreru,Adverbio,1. detrás,Español,,OK
d'arreti,Adverbio,1. detrás,Español,,OK
d'arretu,Adverbio,1. detrás,Español,,OK
d'arrè,Adverbio,1. detrás,Español,,OK
dagura,Adverbio,per tempo,Italiano,,OK
dammiru,Adverbio,de verdad,Español,,OK
dananti,Adverbio,delante,Español,,OK
darredi,Adverbio,1. detrás,Español,,OK
darredu,Adverbio,1. detrás,Español,,OK
darreri,Adverbio,1. detrás,Español,,OK
darreru,Adverbio,1. detrás,Español,,OK
darreti,Adverbio,1. detrás,Español,,OK
darretu,Adverbio,1. detrás,Español,,OK
darrè,Adverbio,1. detrás,Español,,OK
daura,Adverbio,per tempo,Italiano,,OK
davanti,Adverbio,delante,Español,,OK
daveru,Adverbio,de verdad,Español,,OK
davveru,Adverbio,de verdad,Español,,OK
ddabbanna,Adverbio,de esta parte,Español,,OK
ddadintra,Adverbio,allá dentro,Español,,OK
ddammeri,Adverbio,más allá,Español,,OK
ddocu,Adverbio,"en este lugar, allá",Español,,OK
dduocu,Adverbio,"en este lugar, allá",Español,,OK
ddà dintra,Adverbio,allá dentro,Español,,OK
ddà rintra,Adverbio,allá dentro,Español,,OK
dorazzia,Adverbio,gracias a Dios,Español,,OK
dumani,Adverbio,mañana (día siguiente),Español,,OK
duvi,Adverbio,donde,Español,,OK
eccu,Adverbio,"he aquí, aquí está",Español,,OK
ergu,Adverbio,"ergo, dunque",Italiano,,OK
ermò,Adverbio,no señor,Español,,OK
ersì,Adverbio,sí señor,Español,,OK
fia,Adverbio,"por, vez",Español,,OK
fora,Adverbio,"fuera, afuera",Español,,OK
fori,Adverbio,fuera,Español,,OK
forsi,Adverbio,"puede ser, quizá",Español,,OK
fraci,Adverbio,"puede ser, quizá",Español,,OK
fuora,Adverbio,"fuera, afuera",Español,,OK
già,Adverbio,ya,Español,,OK
gnusu,Adverbio,abajo,Español,,OK
grammirzì,Adverbio,muchas gracias,Español,,OK
grammizzì,Adverbio,muchas gracias,Español,,OK
iusu,Adverbio,abajo,Español,,OK
ià,Adverbio,ya,Español,,OK
jusu,Adverbio,abajo,Español,,OK
jà,Adverbio,ya,Español,,OK
mala,Adverbio,"mal, malamente",Español,,OK
masinnò,Adverbio,sino,Español,,OK
megghiu,Adverbio,mejor,Español,,OK
megliu,Adverbio,mejor,Español,,OK
menu,Adverbio,menos,Español,,OK
midemma,Adverbio,"lo mismo, igualmente",Español,,OK
midemmi,Adverbio,"lo mismo, igualmente",Español,,OK
midè,Adverbio,"lo mismo, igualmente",Español,,OK
miegghiu,Adverbio,mejor,Español,,OK
miegliu,Adverbio,mejor,Español,,OK
miremma,Adverbio,"lo mismo, igualmente",Español,,OK
mirè,Adverbio,"lo mismo, igualmente",Español,,OK
misseri,Adverbio,mi señor,Español,,OK
mmeci di,Adverbio,en vez de,Español,,OK
mmàtula,Adverbio,inútilmente,Español,,OK
màtula,Adverbio,inútilmente,Español,,OK
n quantu,Adverbio,"a propósito, en lo que concierne",Español,,OK
n susu,Adverbio,sobre,Español,,OK
n susuliddu,Adverbio,un poco más sobre,Español,,OK
nanò,Adverbio,no señor,Español,,OK
ncataminu,Adverbio,despacio,Español,,OK
nda,Adverbio,"en, dentro de",Español,,OK
ndarreri,Adverbio,detrás,Español,,OK
ndarrieri,Adverbio,detrás,Español,,OK
nenti,Adverbio,nada,Español,,OK
nicci,Adverbio,"¡no!, ni agua",Español,,OK
nichisi,Adverbio,"¡no!, ni agua",Español,,OK
nienti,Adverbio,nada,Español,,OK
nischisi,Adverbio,"¡no!, ni agua",Español,,OK
njusu,Adverbio,abajo,Español,,OK
nna,Adverbio,"en, dentro de",Español,,OK
nnarreri,Adverbio,detrás,Español,,OK
nnarrieri,Adverbio,detrás,Español,,OK
nnintra,Adverbio,dentro,Español,,OK
nnissu nnissu,Adverbio,cerca de,Español,,OK
noni,Adverbio,¡no!,Español,,OK
nquantu,Adverbio,"a propósito, en lo que concierne",Español,,OK
nsièmmula,Adverbio,"juntos, juntas",Español,,OK
nsumma,Adverbio,"en suma, en resumidas cuentas",Español,,OK
nsusu,Adverbio,sobre,Español,,OK
nsusuliddu,Adverbio,un poco más sobre,Español,,OK
nsèmmula,Adverbio,"juntos, juntas",Español,,OK
nta,Adverbio,"en, dentro de",Español,,OK
ntantu,Adverbio,"entretanto, mientras tanto",Español,,OK
ntonsi,Adverbio,entonces,Español,,OK
ntonzi,Adverbio,entonces,Español,,OK
ntrammi,Adverbio,"ambos, ambas",Español,,OK
nu,Adverbio,"un / nosotros, nosotras",Español,,OK
nuddu,Adverbio,"1. nadie, 2. ninguno",Español,,OK
nun,Adverbio,no,Español,,OK
nveci di,Adverbio,en vez de,Español,,OK
nzièmmula,Adverbio,"juntos, juntas",Español,,OK
nzocchi,Adverbio,lo que,Español,,OK
nzoccu,Adverbio,lo que,Español,,OK
nzumma,Adverbio,"en suma, en resumidas cuentas",Español,,OK
nzèmmula,Adverbio,"juntos, juntas",Español,,OK
ora,Adverbio,ahora,Español,,OK
p'asempiu,Adverbio,por ejemplo,Español,,OK
p'esempiu,Adverbio,por ejemplo,Español,,OK
p'isempiu,Adverbio,por ejemplo,Español,,OK
pi asempiu,Adverbio,por ejemplo,Español,,OK
pi camadora,Adverbio,"por el momento,  ahora",Español,,OK
pi camarora,Adverbio,"por el momento,  ahora",Español,,OK
pi camora,Adverbio,"por el momento,  ahora",Español,,OK
pi ccamora,Adverbio,"por el momento,  ahora",Español,,OK
pi esempiu,Adverbio,por ejemplo,Español,,OK
pi sempiu,Adverbio,por ejemplo,Español,,OK
picca,Adverbio,poco,Español,,OK
piccamadora,Adverbio,"por el momento,  ahora",Español,,OK
piccamora,Adverbio,"por el momento,  ahora",Español,,OK
picchini,Adverbio,"1. por qué, 2. porque, 3. para que",Español,,OK
ppi camarora,Adverbio,"por el momento,  ahora",Español,,OK
pr'esempiu,Adverbio,por ejemplo,Español,,OK
prestu,Adverbio,pronto,Español,,OK
pri esempiu,Adverbio,por ejemplo,Español,,OK
pri sempiu,Adverbio,por ejemplo,Español,,OK
pulu pulu,Adverbio,expresión para llamar las gallinas,Español,,OK
puru,Adverbio,"también, igualmente",Español,,OK
quasanti,Adverbio,a causa de,Español,,OK
s'iddu,Adverbio,si (condición),Español,,OK
sempri,Adverbio,siempre,Español,,OK
senza,Adverbio,sin,Español,,OK
siddu,Adverbio,"si (condición)(1), tedio(2)",Español,,OK
siempri,Adverbio,siempre,Español,,OK
sini,Adverbio,sí,Español,,OK
socchi,Adverbio,lo que,Español,,OK
soccu,Adverbio,lo que,Español,,OK
stanotti,Adverbio,esta noche,Español,,OK
stasira,Adverbio,esta noche,Español,,OK
suddu,Adverbio,si (condición),Español,,OK
supra,Adverbio,sobre,Español,,OK
sutta,Adverbio,bajo,Español,,OK
suttasupra,Adverbio,"en completo desorden, patas arriba",Español,,OK
sùbbitu,Adverbio,"inmediatamente, en seguida",Español,,OK
sùbbutu,Adverbio,"inmediatamente, en seguida",Español,,OK
sùbitu,Adverbio,"inmediatamente, en seguida",Español,,OK
sùbutu,Adverbio,"inmediatamente, en seguida",Español,,OK
sùpira,Adverbio,sobre,Español,,OK
un,Adverbio,un / no,Español,,OK
uora,Adverbio,ahora,Español,,OK
uremma,Adverbio,"lo mismo, igualmente",Español,,OK
vasinnò,Adverbio,sino,Español,,OK
versu,Adverbio,"1. verso, 2. orden / hacia, cerca",Español,,OK
videmma,Adverbio,"lo mismo, igualmente",Español,,OK
videmmi,Adverbio,"lo mismo, igualmente",Español,,OK
vidè,Adverbio,"lo mismo, igualmente",Español,,OK
viremma,Adverbio,"lo mismo, igualmente",Español,,OK
virè,Adverbio,"lo mismo, igualmente",Español,,OK
zocchi,Adverbio,lo que,Español,,OK
zoccu,Adverbio,lo que,Español,,OK
